Year, Month, Interannual_Variation, Five_Month_Average
1933,1,-0.030,
1933,2,-0.107,
1943,2,-0.005,-0.004,
1943,3,-0.017,0.008,
1943,4,0.005,0.014,
1943,5,0.037,0.020,
1943,6,0.049,0.026,
1943,7,0.024,0.028,
1943,8,0.014,0.024,
1943,9,0.014,0.016,
1943,10,0.021,0.020,
1943,11,0.007,0.013,
1943,12,0.043,0.016,
1944,1,-0.022,0.024,
1944,2,0.031,0.024,
1944,3,0.061,0.017,
1944,4,0.007,0.017,
1944,5,0.007,0.009,
1944,6,-0.019,-0.004,
1944,7,-0.012,-0.006,
1944,8,-0.002,-0.016,
1944,9,-0.004,-0.016,
1944,10,-0.045,-0.020,
1944,11,-0.018,-0.027,
1944,12,-0.031,-0.042,
1945,1,-0.039,-0.047,
1945,2,-0.075,-0.050,
1945,3,-0.072,-0.051,
1945,4,-0.032,-0.042,
1945,5,-0.040,-0.023,
1945,6,0.009,-0.004,
1945,7,0.021,0.003,
1945,8,0.020,0.007,
1945,9,0.004,-0.008,
1945,10,-0.021,-0.021,
1945,11,-0.066,-0.038,
1945,12,-0.043,-0.042,
1946,1,-0.062,-0.038,
1946,2,-0.018,-0.021,
1946,3,-0.000,-0.011,
1946,4,0.019,0.006,
1946,5,0.007,0.018,
1946,6,0.023,0.019,
1946,7,0.043,0.023,
1946,8,0.001,0.024,
1946,9,0.039,0.027,
1946,10,0.016,0.025,
1946,11,0.034,0.033,
1946,12,0.033,0.029,
1947,1,0.041,0.036,
1947,2,0.020,0.028,
1947,3,0.050,0.026,
1947,4,-0.004,0.022,
1947,5,0.024,0.018,
1947,6,0.018,0.003,
1947,7,-0.000,-0.003,
1947,8,-0.022,-0.013,
1947,9,-0.035,-0.016,
1947,10,-0.025,-0.009,
1947,11,0.001,0.004,
1947,12,0.034,0.014,
1948,1,0.045,0.020,
1948,2,0.016,0.025,
1948,3,0.006,0.020,
1948,4,0.022,0.015,
1948,5,0.011,0.021,
1948,6,0.023,0.016,
1948,7,0.043,0.012,
1948,8,-0.017,0.004,
1948,9,0.002,-0.002,
1948,10,-0.033,-0.015,
1948,11,-0.006,-0.012,
1948,12,-0.019,-0.005,
1949,1,-0.002,-0.003,
1949,2,0.038,0.000,
1949,3,-0.026,0.010,
1949,4,0.011,0.021,
1949,5,0.030,0.012,
1949,6,0.052,0.018,
1949,7,-0.006,0.016,
1949,8,0.002,0.006,
1949,9,0.001,-0.003,
1949,10,-0.019,-0.013,
1949,11,0.005,-0.030,
1949,12,-0.055,-0.047,
1950,1,-0.083,-0.050,
1950,2,-0.085,-0.048,
1950,3,-0.030,-0.038,
1950,4,0.013,-0.019,
1950,5,-0.002,0.008,
1950,6,0.008,0.009,
1950,7,0.050,0.001,
1950,8,-0.023,0.002,
1950,9,-0.028,-0.003,
1950,10,0.001,-0.010,
1950,11,-0.015,-0.018,
1950,12,0.014,-0.013,
1951,1,-0.063,-0.007,
1951,2,-0.001,0.003,
1951,3,0.029,0.014,
1951,4,0.036,0.042,
1951,5,0.066,0.059,
1951,6,0.079,0.064,
1951,7,0.082,0.070,
1951,8,0.057,0.072,
1951,9,0.066,0.075,
1951,10,0.078,0.064,
1951,11,0.090,0.061,
1951,12,0.031,0.053,
1952,1,0.039,0.041,
1952,2,0.025,0.032,
1952,3,0.019,0.023,
1952,4,0.047,0.016,
1952,5,-0.014,0.008,
1952,6,0.005,0.007,
1952,7,-0.014,-0.000,
1952,8,0.010,0.003,
1952,9,0.012,0.011,
1952,10,0.001,0.020,
1952,11,0.049,0.020,
1952,12,0.027,0.019,
1953,1,0.010,0.019,
1953,2,0.008,0.009,
1953,3,0.004,-0.004,
1953,4,-0.004,-0.013,
1953,5,-0.040,-0.013,
1953,6,-0.036,-0.016,
1953,7,0.009,-0.020,
1953,8,-0.007,-0.016,
1953,9,-0.026,-0.014,
1953,10,-0.022,-0.017,
1953,11,-0.023,-0.015,
1953,12,-0.009,-0.010,
1954,1,0.005,-0.005,
1954,2,-0.003,-0.004,
1954,3,0.003,0.006,
1954,4,-0.017,0.012,
1954,5,0.041,0.020,
1954,6,0.039,0.019,
1954,7,0.037,0.015,
1954,8,-0.005,-0.008,
1954,9,-0.037,-0.025,
1954,10,-0.075,-0.041,
1954,11,-0.045,-0.048,
1954,12,-0.040,-0.047,
1955,1,-0.042,-0.028,
1955,2,-0.029,-0.023,
1955,3,0.017,-0.013,
1955,4,-0.022,-0.001,
1955,5,0.009,0.000,
1955,6,0.018,-0.002,
1955,7,-0.022,-0.004,
1955,8,0.005,-0.025,
1955,9,-0.029,-0.039,
1955,10,-0.095,-0.051,
1955,11,-0.056,-0.061,
1955,12,-0.079,-0.063,
1956,1,-0.047,-0.050,
1956,2,-0.037,-0.038,
1956,3,-0.030,-0.023,
1956,4,0.004,-0.009,
1956,5,-0.005,-0.004,
1956,6,0.024,0.002,
1956,7,-0.011,-0.010,
1956,8,-0.002,-0.014,
1956,9,-0.055,-0.023,
1956,10,-0.026,-0.025,
1956,11,-0.018,-0.021,
1956,12,-0.023,-0.001,
1957,1,0.019,0.002,
1957,2,0.045,0.008,
1957,3,-0.014,0.022,
1957,4,0.014,0.032,
1957,5,0.045,0.037,
1957,6,0.070,0.052,
1957,7,0.069,0.054,
1957,8,0.063,0.052,
1957,9,0.022,0.055,
1957,10,0.036,0.066,
1957,11,0.084,0.074,
1957,12,0.125,0.088,
1958,1,0.100,0.101,
1958,2,0.094,0.101,
1958,3,0.101,0.083,
1958,4,0.084,0.060,
1958,5,0.035,0.044,
1958,6,-0.014,0.038,
1958,7,0.013,0.040,
1958,8,0.070,0.055,
1958,9,0.097,0.071,
1958,10,0.108,0.081,
1958,11,0.067,0.090,
1958,12,0.062,0.091,
1959,1,0.116,0.080,
1959,2,0.103,0.081,
1959,3,0.053,0.081,
1959,4,0.072,0.065,
1959,5,0.061,0.051,
1959,6,0.037,0.044,
1959,7,0.033,0.037,
1959,8,0.018,0.040,
1959,9,0.034,0.034,
1959,10,0.075,0.041,
1959,11,0.008,0.037,
1959,12,0.068,0.015,
1960,1,-0.001,-0.004,
1960,2,-0.076,-0.007,
1960,3,-0.019,-0.018,
1960,4,-0.006,-0.023,
1960,5,0.011,-0.015,
1960,6,-0.026,-0.017,
1960,7,-0.036,-0.016,
1960,8,-0.027,-0.011,
1960,9,-0.003,0.002,
1960,10,0.035,0.022,
1960,11,0.042,0.044,
1960,12,0.062,0.060,
1961,1,0.083,0.064,
1961,2,0.075,0.074,
1961,3,0.059,0.069,
1961,4,0.091,0.065,
1961,5,0.036,0.051,
1961,6,0.064,0.044,
1961,7,0.005,0.022,
1961,8,0.024,0.008,
1961,9,-0.018,-0.010,
1961,10,-0.034,-0.011,
1961,11,-0.029,-0.010,
1961,12,0.001,0.002,
1962,1,0.030,-0.000,
1962,2,0.040,0.005,
1962,3,-0.043,0.001,
1962,4,-0.006,-0.009,
1962,5,-0.015,-0.021,
1962,6,-0.023,-0.011,
1962,7,-0.020,-0.006,
1962,8,0.010,0.003,
1962,9,0.015,0.001,
1962,10,0.032,0.007,
1962,11,-0.031,0.007,
1962,12,0.011,0.012,
1963,1,0.006,0.004,
1963,2,0.042,0.005,
1963,3,-0.008,0.001,
1963,4,-0.025,0.004,
1963,5,-0.012,0.002,
1963,6,0.025,0.011,
1963,7,0.030,0.030,
1963,8,0.036,0.040,
1963,9,0.071,0.040,
1963,10,0.036,0.044,
1963,11,0.026,0.041,
1963,12,0.049,0.026,
1964,1,0.024,0.013,
1964,2,-0.006,-0.009,
1964,3,-0.028,-0.037,
1964,4,-0.085,-0.053,
1964,5,-0.091,-0.062,
1964,6,-0.056,-0.058,
1964,7,-0.051,-0.042,
1964,8,-0.006,-0.033,
1964,9,-0.009,-0.034,
1964,10,-0.045,-0.031,
1964,11,-0.058,-0.038,
1964,12,-0.038,-0.030,
1965,1,-0.042,-0.013,
1965,2,0.030,0.010,
1965,3,0.044,0.012,
1965,4,0.054,0.014,
1965,5,-0.028,0.004,
1965,6,-0.030,0.004,
1965,7,-0.019,0.003,
1965,8,0.042,0.012,
1965,9,0.050,0.023,
1965,10,0.015,0.041,
1965,11,0.026,
1965,12,0.071,
1973,12,-0.064,
1974,1,-0.019,
1974,2,-0.076,-0.040,
1974,3,-0.034,-0.028,
1974,4,-0.005,-0.018,
1974,5,-0.005,0.000,
1974,6,0.029,0.002,
1974,7,0.016,-0.001,
1974,8,-0.024,-0.007,
1974,9,-0.022,-0.017,
1974,10,-0.033,-0.032,
1974,11,-0.024,-0.035,
1974,12,-0.059,-0.034,
1975,1,-0.036,-0.030,
1975,2,-0.020,-0.028,
1975,3,-0.010,-0.030,
1975,4,-0.013,-0.028,
1975,5,-0.070,-0.026,
1975,6,-0.028,-0.034,
1975,7,-0.010,-0.037,
1975,8,-0.050,-0.037,
1975,9,-0.026,-0.038,
1975,10,-0.071,-0.041,
1975,11,-0.032,-0.044,
1975,12,-0.028,-0.044,
1976,1,-0.062,-0.034,
1976,2,-0.027,-0.028,
1976,3,-0.021,-0.018,
1976,4,-0.002,-0.002,
1976,5,0.022,0.005,
1976,6,0.020,0.004,
1976,7,0.007,0.000,
1976,8,-0.027,-0.002,
1976,9,-0.022,0.007,
1976,10,0.013,0.019,
1976,11,0.064,0.033,
1976,12,0.066,0.035,
1977,1,0.043,0.024,
1977,2,-0.011,0.001,
1977,3,-0.042,-0.023,
1977,4,-0.053,-0.041,
1977,5,-0.052,-0.047,
1977,6,-0.046,-0.036,
1977,7,-0.043,-0.030,
1977,8,0.014,-0.014,
1977,9,-0.023,0.002,
1977,10,0.030,0.019,
1977,11,0.032,0.032,
1977,12,0.040,0.055,
1978,1,0.081,0.068,
1978,2,0.092,0.055,
1978,3,0.094,0.046,
1978,4,-0.033,0.018,
1978,5,-0.005,-0.010,
1978,6,-0.059,-0.032,
1978,7,-0.048,-0.031,
1978,8,-0.017,-0.027,
1978,9,-0.025,-0.013,
1978,10,0.013,-0.001,
1978,11,0.009,0.011,
1978,12,0.014,0.018,
1979,1,0.046,0.017,
1979,2,0.008,0.018,
1979,3,0.010,0.014,
1979,4,0.011,0.002,
1979,5,-0.004,-0.005,
1979,6,-0.019,-0.011,
1979,7,-0.025,-0.015,
1979,8,-0.019,-0.021,
1979,9,-0.011,-0.027,
1979,10,-0.031,-0.035,
1979,11,-0.048,-0.021,
1979,12,-0.064,0.002,
1980,1,0.051,0.023,
1980,2,0.104,0.039,
1980,3,0.070,0.062,
1980,4,0.034,0.056,
1980,5,0.053,0.041,
1980,6,0.020,0.034,
1980,7,0.028,0.024,
1980,8,0.037,0.007,
1980,9,-0.019,0.000,
1980,10,-0.033,-0.002,
1980,11,-0.012,0.002,
1980,12,0.017,0.009,
1981,1,0.059,0.017,
1981,2,0.014,0.028,
1981,3,0.007,0.043,
1981,4,0.044,0.041,
1981,5,0.088,0.042,
1981,6,0.049,0.039,
1981,7,0.021,0.020,
1981,8,-0.010,0.001,
1981,9,-0.048,-0.011,
1981,10,-0.010,-0.020,
1981,11,-0.011,-0.027,
1981,12,-0.021,-0.014,
1982,1,-0.044,-0.000,
1982,2,0.013,0.001,
1982,3,0.061,0.013,
1982,4,-0.002,0.022,
1982,5,0.035,0.022,
1982,6,0.005,0.018,
1982,7,0.010,0.039,
1982,8,0.041,0.050,
1982,9,0.103,0.081,
1982,10,0.089,0.106,
1982,11,0.162,
1982,12,0.136,
1983,8,0.017,
1983,9,0.090,
1983,10,0.008,0.020,
1983,11,0.001,0.014,
1983,12,-0.015,-0.022,
1984,1,-0.016,-0.038,
1984,2,-0.091,-0.057,
1984,3,-0.067,-0.065,
1984,4,-0.094,-0.067,
1984,5,-0.054,-0.047,
1984,6,-0.029,-0.032,
1984,7,0.010,-0.007,
1984,8,0.007,-0.008,
1984,9,0.030,-0.025,
1984,10,-0.060,-0.043,
1984,11,-0.112,-0.066,
1984,12,-0.080,-0.094,
1985,1,-0.109,-0.108,
1985,2,-0.108,-0.107,
1985,3,-0.130,-0.099,
1985,4,-0.108,-0.047,
1985,5,-0.040,-0.020,
1985,6,0.152,-0.007,
1985,7,0.024,0.024,
1985,8,-0.062,0.038,
1985,9,0.044,0.007,
1985,10,0.032,-0.008,
1985,11,-0.002,-0.002,
1985,12,-0.052,-0.003,
1986,1,-0.032,-0.004,
1986,2,0.037,-0.004,
1986,3,0.028,-0.001,
1986,4,0.001,-0.001,
1986,5,-0.038,-0.008,
1986,6,-0.032,-0.017,
1986,7,0.001,-0.018,
1986,8,-0.014,0.000,
1986,9,-0.007,0.016,
1986,10,0.053,0.023,
1986,11,0.049,0.033,
1986,12,0.036,0.055,
1987,1,0.037,0.051,
1987,2,0.102,0.041,
1987,3,0.032,0.045,
1987,4,-0.004,0.036,
1987,5,0.060,0.019,
1987,6,-0.009,0.011,
1987,7,0.015,0.011,
1987,8,-0.007,-0.002,
1987,9,-0.002,0.010,
1987,10,-0.007,0.002,
1987,11,0.050,-0.006,
1987,12,-0.024,-0.004,
1988,1,-0.047,-0.001,
1988,2,0.006,-0.008,
1988,3,0.012,-0.009,
1988,4,0.013,-0.020,
1988,5,-0.029,-0.026,
1988,6,-0.102,-0.029,
1988,7,-0.021,-0.041,
1988,8,-0.005,-0.053,
1988,9,-0.046,-0.059,
1988,10,-0.091,-0.076,
1988,11,-0.131,-0.095,
1988,12,-0.104,-0.111,
1989,1,-0.103,-0.103,
1989,2,-0.123,-0.072,
1989,3,-0.051,-0.048,
1989,4,0.020,-0.039,
1989,5,0.015,-0.016,
1989,6,-0.055,-0.007,
1989,7,-0.010,-0.014,
1989,8,-0.004,-0.030,
1989,9,-0.014,-0.024,
1989,10,-0.065,-0.036,
1989,11,-0.029,-0.044,
1989,12,-0.070,-0.049,
1990,1,-0.044,-0.052,
1990,2,-0.037,-0.043,
1990,3,-0.082,-0.048,
1990,4,0.016,-0.060,
1990,5,-0.093,-0.066,
1990,6,-0.105,-0.057,
1990,7,-0.066,-0.072,
1990,8,-0.035,-0.064,
1990,9,-0.058,-0.046,
1990,10,-0.057,-0.045,
1990,11,-0.012,-0.055,
1990,12,-0.060,-0.054,
1991,1,-0.087,-0.044,
1991,2,-0.053,-0.056,
1991,3,-0.008,-0.066,
1991,4,-0.074,-0.059,
1991,5,-0.107,-0.061,
1991,6,-0.055,-0.069,
1991,7,-0.062,-0.053,
1991,8,-0.047,-0.021,
1991,9,0.007,0.001,
1991,10,0.051,0.025,
1991,11,0.056,0.081,
1991,12,0.058,0.131,
1992,1,0.231,0.175,
1992,2,0.259,0.209,
1992,3,0.272,0.211,
1992,4,0.224,0.161,
1992,5,0.068,0.113,
1992,6,-0.017,0.061,
1992,7,0.019,0.013,
1992,8,0.012,0.003,
1992,9,-0.019,0.016,
1992,10,0.022,0.011,
1992,11,0.048,0.030,
1992,12,-0.008,0.050,
1993,1,0.107,0.051,
1993,2,0.078,0.036,
1993,3,0.029,0.040,
1993,4,-0.025,0.021,
1993,5,0.009,0.008,
1993,6,0.015,-0.003,
1993,7,0.011,0.002,
1993,8,-0.025,0.008,
1993,9,-0.003,-0.001,
1993,10,0.042,-0.015,
1993,11,-0.032,-0.011,
1993,12,-0.058,-0.014,
1994,1,-0.002,-0.024,
1994,2,-0.022,-0.025,
1994,3,-0.009,-0.026,
1994,4,-0.037,-0.026,
1994,5,-0.062,-0.024,
1994,6,0.001,-0.019,
1994,7,-0.015,-0.008,
1994,8,0.019,0.012,
1994,9,0.015,0.009,
1994,10,0.041,0.019,
1994,11,-0.014,0.020,
1994,12,0.032,0.026,
1995,1,0.026,0.027,
1995,2,0.044,0.024,
1995,3,0.047,0.012,
1995,4,-0.029,0.005,
1995,5,-0.029,-0.005,
1995,6,-0.009,-0.007,
1995,7,-0.006,0.002,
1995,8,0.036,0.009,
1995,9,0.019,0.009,
1995,10,0.002,0.012,
1995,11,-0.007,-0.002,
1995,12,0.009,-0.006,
1996,1,-0.034,-0.010,
1996,2,0.000,-0.011,
1996,3,-0.017,-0.008,
1996,4,-0.013,-0.005,
1996,5,0.022,-0.008,
1996,6,-0.019,-0.004,
1996,7,-0.016,-0.001,
1996,8,0.005,-0.007,
1996,9,-0.000,-0.010,
1996,10,-0.007,-0.013,
1996,11,-0.034,-0.021,
1996,12,-0.030,-0.028,
1997,1,-0.036,-0.021,
1997,2,-0.033,-0.015,
1997,3,0.025,0.007,
1997,4,-0.002,0.031,
1997,5,0.081,0.046,
1997,6,0.083,0.059,
1997,7,0.045,0.080,
1997,8,0.089,0.096,
1997,9,0.101,0.119,
1997,10,0.162,0.145,
1997,11,0.199,0.154,
1997,12,0.176,0.145,
1998,1,0.131,0.126,
1998,2,0.057,0.085,
1998,3,0.068,0.050,
1998,4,-0.009,0.022,
1998,5,0.001,0.020,
1998,6,-0.007,0.015,
1998,7,0.044,0.021,
1998,8,0.045,0.016,
1998,9,0.022,0.013,
1998,10,-0.025,-0.015,
1998,11,-0.022,-0.034,
1998,12,-0.098,-0.058,
1999,1,-0.050,-0.064,
1999,2,-0.098,-0.067,
1999,3,-0.053,-0.047,
1999,4,-0.034,-0.039,
1999,5,0.002,-0.025,
1999,6,-0.011,-0.026,
1999,7,-0.030,-0.036,
1999,8,-0.057,-0.049,
1999,9,-0.084,-0.067,
1999,10,-0.065,-0.079,
1999,11,-0.099,-0.084,
1999,12,-0.091,-0.079,
2000,1,-0.079,-0.071,
2000,2,-0.059,-0.060,
2000,3,-0.029,-0.046,
2000,4,-0.040,-0.027,
2000,5,-0.023,-0.017,
2000,6,0.017,-0.015,
2000,7,-0.009,-0.014,
2000,8,-0.021,-0.018,
2000,9,-0.034,-0.033,
2000,10,-0.044,-0.047,
2000,11,-0.057,-0.056,
2000,12,-0.081,-0.060,
2001,1,-0.065,-0.054,
2001,2,-0.056,-0.056,
2001,3,-0.011,-0.037,
2001,4,-0.065,-0.029,
2001,5,0.011,-0.025,
2001,6,-0.021,-0.030,
2001,7,-0.037,-0.022,
2001,8,-0.035,-0.032,
2001,9,-0.029,-0.035,
2001,10,-0.039,-0.041,
2001,11,-0.037,-0.045,
2001,12,-0.065,-0.049,
2002,1,-0.053,-0.051,
2002,2,-0.049,-0.055,
2002,3,-0.052,-0.055,
2002,4,-0.057,-0.051,
2002,5,-0.063,-0.048,
2002,6,-0.037,-0.048,
2002,7,-0.033,-0.041,
2002,8,-0.051,-0.037,
2002,9,-0.021,-0.025,
2002,10,-0.045,-0.017,
2002,11,0.027,-0.010,
2002,12,0.006,0.004,
2003,1,-0.018,-0.003,
2003,2,0.048,-0.017,
2003,3,-0.077,-0.030,
2003,4,-0.043,-0.034,
2003,5,-0.060,-0.044,
2003,6,-0.034,-0.028,
2003,7,-0.006,-0.026,
2003,8,0.004,-0.004,
2003,9,-0.034,0.002,
2003,10,0.052,0.004,
2003,11,-0.004,0.006,
2003,12,0.004,0.008,
2004,1,0.014,0.004,
2004,2,-0.024,0.002,
2004,3,0.033,0.005,
2004,4,-0.017,0.004,
2004,5,0.017,0.001,
2004,6,0.010,-0.012,
2004,7,-0.038,-0.000,
2004,8,-0.032,-0.000,
2004,9,0.041,-0.000,
2004,10,0.019,0.013,
2004,11,0.010,0.034,
2004,12,0.029,0.040,
2005,1,0.070,0.036,
2005,2,0.071,0.039,
2005,3,0.002,0.035,
2005,4,0.022,0.013,
2005,5,0.010,-0.002,
2005,6,-0.038,-0.002,
2005,7,-0.004,-0.016,
2005,8,0.001,-0.022,
2005,9,-0.046,-0.020,
2005,10,-0.020,-0.029,
2005,11,-0.029,-0.043,
2005,12,-0.048,-0.045,
2006,1,-0.071,-0.052,
2006,2,-0.053,-0.045,
2006,3,-0.060,-0.031,
2006,4,0.008,-0.017,
2006,5,0.020,0.002,
2006,6,0.002,0.014,
2006,7,0.040,0.012,
2006,8,-0.003,0.011,
2006,9,-0.000,0.015,
2006,10,0.015,0.004,
2006,11,0.022,0.004,
2006,12,-0.013,-0.009,
2007,1,-0.005,-0.029,
2007,2,-0.065,-0.044,
2007,3,-0.084,-0.053,
2007,4,-0.053,-0.060,
2007,5,-0.057,-0.046,
2007,6,-0.040,-0.031,
2007,7,0.005,-0.029,
2007,8,-0.009,-0.031,
2007,9,-0.041,-0.034,
2007,10,-0.068,-0.047,
2007,11,-0.057,-0.053,
2007,12,-0.060,-0.053,
2008,1,-0.039,-0.051,
2008,2,-0.041,-0.048,
2008,3,-0.059,-0.035,
2008,4,-0.041,-0.023,
2008,5,0.004,-0.007,
2008,6,0.024,0.017,
2008,7,0.037,0.027,
2008,8,0.059,0.022,
2008,9,0.008,0.014,
2008,10,-0.019,0.002,
2008,11,-0.018,-0.021,
2008,12,-0.020,-0.032,
2009,1,-0.056,-0.035,
2009,2,-0.048,-0.037,
2009,3,-0.031,-0.031,
2009,4,-0.029,-0.018,
2009,5,0.009,-0.011,
2009,6,0.008,-0.008,
2009,7,-0.011,0.001,
2009,8,-0.018,0.012,
2009,9,0.016,0.015,
2009,10,0.066,0.035,
2009,11,0.023,0.056,
2009,12,0.086,0.068,
2010,1,0.088,0.050,
2010,2,0.075,0.052,
2010,3,-0.023,0.025,
2010,4,0.032,-0.001,
2010,5,-0.049,-0.030,
2010,6,-0.041,-0.040,
2010,7,-0.071,-0.064,
2010,8,-0.071,-0.069,
2010,9,-0.087,-0.075,
2010,10,-0.075,-0.067,
2010,11,-0.070,-0.060,
2010,12,-0.032,-0.053,
2011,1,-0.035,-0.050,
2011,2,-0.052,-0.038,
2011,3,-0.061,-0.033,
2011,4,-0.009,-0.031,
2011,5,-0.008,-0.020,
2011,6,-0.024,-0.015,
2011,7,0.001,-0.026,
2011,8,-0.037,-0.037,
2011,9,-0.063,-0.045,
2011,10,-0.061,-0.057,
2011,11,-0.066,-0.059,
2011,12,-0.058,-0.057,
2012,1,-0.047,-0.052,
2012,2,-0.053,-0.043,
2012,3,-0.036,-0.028,
2012,4,-0.019,-0.011,
2012,5,0.014,-0.006,
2012,6,0.037,0.008,
2012,7,-0.024,0.016,
2012,8,0.033,0.019,
2012,9,0.019,0.008,
2012,10,0.027,0.014,
2012,11,-0.014,-0.004,
2012,12,0.005,-0.019,
2013,1,-0.059,-0.030,
2013,2,-0.052,-0.026,
2013,3,-0.032,-0.026,
2013,4,0.006,-0.015,
2013,5,0.007,-0.007,
2013,6,-0.004,-0.009,
2013,7,-0.014,-0.012,
2013,8,-0.041,-0.012,
2013,9,-0.008,-0.010,
2013,10,0.006,-0.008,
2013,11,0.005,0.004,
2013,12,-0.004,0.000,
2014,1,0.019,0.002,
2014,2,-0.025,0.009,
2014,3,0.014,0.023,
2014,4,0.042,0.031,
2014,5,0.067,0.045,
2014,6,0.060,0.044,
2014,7,0.041,0.052,
2014,8,0.010,0.059,
2014,9,0.080,0.054,
2014,10,0.104,0.065,
2014,11,0.036,0.073,
2014,12,0.097,0.063,
2015,1,0.050,0.054,
2015,2,0.027,0.060,
2015,3,0.062,0.052,
2015,4,0.063,0.054,
2015,5,0.055,0.062,
2015,6,0.060,0.061,
2015,7,0.069,0.080,
2015,8,0.058,0.105,
2015,9,0.158,0.120,
2015,10,0.181,0.131,
2015,11,0.134,0.127,
2015,12,0.125,0.107,
2016,1,0.036,0.080,
2016,2,0.058,0.055,
2016,3,0.049,0.028,
2016,4,0.005,0.022,
2016,5,-0.009,0.013,
2016,6,0.006,0.008,
2016,7,0.012,0.009,
2016,8,0.027,0.012,
2016,9,0.011,0.016,
2016,10,0.003,0.014,
2016,11,0.028,0.013,
2016,12,0.004,0.015,
2017,1,0.021,0.018,
2017,2,0.022,0.017,
2017,3,0.014,0.024,
2017,4,0.023,0.027,
2017,5,0.039,0.026,
2017,6,0.037,0.029,
2017,7,0.016,0.025,
2017,8,0.029,0.024,
2017,9,0.004,0.019,
2017,10,0.032,0.018,
2017,11,0.013,0.011,
2017,12,0.009,0.012,
2018,1,-0.002,0.003,
2018,2,0.008,-0.004,
2018,3,-0.015,-0.006,
2018,4,-0.022,-0.002,
2018,5,0.004,-0.000,
2018,6,0.018,0.011,
2018,7,0.015,0.017,
2018,8,0.042,0.029,
2018,9,0.007,0.039,
2018,10,0.062,0.043,
