Year, Month, Interannual_Variation, Five_Month_Average
1975,1,-0.150,
1975,2,-0.022,
1988,11,-0.076,-0.102,
1988,12,-0.121,-0.117,
1989,1,-0.192,-0.112,
1989,2,-0.133,-0.093,
1989,3,-0.038,-0.074,
1989,4,0.017,-0.035,
1989,5,-0.025,-0.018,
1989,6,0.003,-0.014,
1989,7,-0.047,-0.019,
1989,8,-0.019,-0.017,
1989,9,-0.008,-0.018,
1989,10,-0.013,-0.014,
1989,11,-0.005,-0.022,
1989,12,-0.025,-0.044,
1990,1,-0.060,-0.058,
1990,2,-0.118,-0.051,
1990,3,-0.083,-0.045,
1990,4,0.030,-0.039,
1990,5,0.004,-0.016,
1990,6,-0.026,-0.000,
1990,7,-0.006,-0.005,
1990,8,-0.003,-0.004,
1990,9,0.005,-0.003,
1990,10,0.009,-0.009,
1990,11,-0.022,-0.016,
1990,12,-0.036,-0.015,
1991,1,-0.034,-0.007,
1991,2,0.005,-0.017,
1991,3,0.052,-0.018,
1991,4,-0.073,-0.015,
1991,5,-0.041,-0.014,
1991,6,-0.016,-0.027,
1991,7,0.010,-0.002,
1991,8,-0.014,0.014,
1991,9,0.051,0.014,
1991,10,0.038,0.021,
1991,11,-0.015,0.035,
1991,12,0.044,0.057,
1992,1,0.055,0.090,
1992,2,0.162,0.113,
1992,3,0.206,0.121,
1992,4,0.099,0.122,
1992,5,0.084,0.095,
1992,6,0.058,0.058,
1992,7,0.029,0.046,
1992,8,0.021,0.045,
1992,9,0.036,0.037,
1992,10,0.082,0.044,
1992,11,0.019,0.063,
1992,12,0.060,0.082,
1993,1,0.117,0.071,
1993,2,0.132,0.063,
1993,3,0.029,0.065,
1993,4,-0.025,0.046,
1993,5,0.070,0.027,
1993,6,0.022,0.025,
1993,7,0.037,0.030,
1993,8,0.022,0.025,
1993,9,0.001,0.026,
1993,10,0.043,0.018,
1993,11,0.027,0.011,
1993,12,-0.003,0.013,
1994,1,-0.010,0.002,
1994,2,0.008,-0.010,
1994,3,-0.010,-0.013,
1994,4,-0.036,-0.020,
1994,5,-0.017,-0.022,
1994,6,-0.046,-0.028,
1994,7,-0.003,-0.027,
1994,8,-0.036,-0.026,
1994,9,-0.036,-0.023,
1994,10,-0.011,-0.021,
1994,11,-0.028,0.020,
1994,12,0.005,0.038,
1995,1,0.170,0.070,
1995,2,0.055,0.071,
1995,3,0.147,0.075,
1995,4,-0.020,0.036,
1995,5,0.021,0.026,
1995,6,-0.024,-0.001,
1995,7,0.003,-0.002,
1995,8,0.014,-0.008,
1995,9,-0.023,-0.014,
1995,10,-0.012,-0.017,
1995,11,-0.050,-0.032,
1995,12,-0.012,-0.011,
1996,1,-0.062,-0.003,
1996,2,0.083,0.003,
1996,3,0.025,0.004,
1996,4,-0.020,0.007,
1996,5,-0.006,-0.011,
1996,6,-0.048,-0.022,
1996,7,-0.008,-0.019,
1996,8,-0.030,-0.026,
1996,9,-0.003,-0.028,
1996,10,-0.039,-0.020,
1996,11,-0.058,-0.001,
1996,12,0.030,-0.021,
1997,1,0.065,-0.022,
1997,2,-0.104,-0.023,
1997,3,-0.045,-0.025,
1997,4,-0.064,-0.029,
1997,5,0.023,-0.003,
1997,6,0.043,0.018,
1997,7,0.027,0.039,
1997,8,0.063,0.054,
1997,9,0.041,0.088,
1997,10,0.095,0.117,
1997,11,0.215,0.140,
1997,12,0.168,0.174,
1998,1,0.183,0.167,
1998,2,0.209,0.130,
1998,3,0.059,0.106,
1998,4,0.030,0.078,
1998,5,0.047,0.034,
1998,6,0.043,0.026,
1998,7,-0.006,0.023,
1998,8,0.014,0.000,
1998,9,0.016,-0.015,
1998,10,-0.066,-0.042,
1998,11,-0.034,-0.061,
1998,12,-0.139,-0.083,
1999,1,-0.082,-0.075,
1999,2,-0.094,-0.079,
1999,3,-0.027,-0.066,
1999,4,-0.055,-0.058,
1999,5,-0.071,-0.047,
1999,6,-0.041,-0.056,
1999,7,-0.041,-0.055,
1999,8,-0.072,-0.055,
1999,9,-0.051,-0.059,
1999,10,-0.072,-0.080,
1999,11,-0.058,-0.085,
1999,12,-0.149,-0.066,
2000,1,-0.095,-0.065,
2000,2,0.046,-0.057,
2000,3,-0.067,-0.035,
2000,4,-0.021,-0.011,
2000,5,-0.038,-0.028,
2000,6,0.026,-0.023,
2000,7,-0.038,-0.023,
2000,8,-0.043,-0.018,
2000,9,-0.024,-0.037,
2000,10,-0.009,-0.046,
2000,11,-0.071,-0.054,
2000,12,-0.084,-0.061,
2001,1,-0.081,-0.063,
2001,2,-0.058,-0.065,
2001,3,-0.019,-0.046,
2001,4,-0.080,-0.037,
2001,5,0.006,-0.029,
2001,6,-0.034,-0.038,
2001,7,-0.020,-0.028,
2001,8,-0.061,-0.036,
2001,9,-0.031,-0.026,
2001,10,-0.033,-0.032,
2001,11,0.013,-0.035,
2001,12,-0.046,-0.044,
2002,1,-0.077,-0.046,
2002,2,-0.074,-0.053,
2002,3,-0.047,-0.054,
2002,4,-0.020,-0.047,
2002,5,-0.051,-0.031,
2002,6,-0.043,-0.024,
2002,7,0.003,-0.019,
2002,8,-0.008,-0.010,
2002,9,0.003,0.008,
2002,10,-0.005,0.031,
2002,11,0.047,0.035,
2002,12,0.118,0.038,
2003,1,0.011,0.020,
2003,2,0.018,0.013,
2003,3,-0.094,-0.017,
2003,4,0.014,-0.020,
2003,5,-0.034,-0.030,
2003,6,-0.005,-0.009,
2003,7,-0.032,-0.013,
2003,8,0.013,-0.007,
2003,9,-0.008,-0.008,
2003,10,-0.002,0.009,
2003,11,-0.010,0.009,
2003,12,0.051,0.010,
2004,1,0.016,0.010,
2004,2,-0.004,0.008,
2004,3,-0.005,-0.004,
2004,4,-0.018,-0.010,
2004,5,-0.011,-0.011,
2004,6,-0.011,-0.013,
2004,7,-0.010,-0.007,
2004,8,-0.014,-0.001,
2004,9,0.012,0.004,
2004,10,0.017,0.017,
2004,11,0.014,0.040,
2004,12,0.055,0.054,
2005,1,0.099,0.063,
2005,2,0.085,0.062,
2005,3,0.059,0.060,
2005,4,0.010,0.036,
2005,5,0.048,0.023,
2005,6,-0.022,0.014,
2005,7,0.020,0.005,
2005,8,0.012,-0.012,
2005,9,-0.031,-0.017,
2005,10,-0.040,-0.021,
2005,11,-0.047,-0.031,
2005,12,-0.000,-0.032,
2006,1,-0.035,-0.017,
2006,2,-0.041,0.024,
2006,3,0.038,0.033,
2006,4,0.156,0.041,
2006,5,0.048,0.053,
2006,6,0.003,0.051,
2006,7,0.018,0.020,
2006,8,0.031,0.016,
2006,9,-0.002,0.012,
2006,10,0.031,-0.000,
2006,11,-0.019,-0.025,
2006,12,-0.042,-0.040,
2007,1,-0.093,-0.071,
2007,2,-0.077,-0.080,
2007,3,-0.121,-0.081,
2007,4,-0.066,-0.072,
2007,5,-0.047,-0.064,
2007,6,-0.048,-0.044,
2007,7,-0.035,-0.039,
2007,8,-0.025,-0.044,
2007,9,-0.039,-0.047,
2007,10,-0.071,-0.062,
2007,11,-0.065,-0.058,
2007,12,-0.111,-0.063,
2008,1,-0.002,-0.079,
2008,2,-0.063,-0.083,
2008,3,-0.153,-0.065,
2008,4,-0.084,-0.070,
2008,5,-0.024,-0.054,
2008,6,-0.029,-0.018,
2008,7,0.021,0.005,
2008,8,0.027,-0.004,
2008,9,0.027,-0.006,
2008,10,-0.066,
2008,11,-0.040,
2009,2,-0.015,
2009,3,-0.080,
2009,4,-0.095,-0.035,
2009,5,-0.021,-0.038,
2009,6,0.037,-0.025,
2009,7,-0.030,-0.015,
2009,8,-0.017,-0.011,
2009,9,-0.045,-0.030,
2009,10,-0.001,-0.015,
2009,11,-0.055,0.010,
2009,12,0.046,0.034,
2010,1,0.107,0.026,
2010,2,0.075,0.047,
2010,3,-0.043,0.019,
2010,4,0.051,-0.016,
2010,5,-0.093,-0.039,
2010,6,-0.071,-0.040,
2010,7,-0.041,-0.064,
2010,8,-0.045,-0.056,
2010,9,-0.069,-0.054,
2010,10,-0.052,-0.043,
2010,11,-0.062,-0.045,
2010,12,0.012,-0.041,
2011,1,-0.054,-0.027,
2011,2,-0.051,-0.018,
2011,3,0.019,-0.021,
2011,4,-0.016,-0.005,
2011,5,-0.004,0.008,
2011,6,0.027,-0.001,
2011,7,0.014,-0.004,
2011,8,-0.028,-0.008,
2011,9,-0.028,-0.021,
2011,10,-0.026,-0.041,
2011,11,-0.039,-0.051,
2011,12,-0.084,-0.066,
2012,1,-0.077,-0.068,
2012,2,-0.107,-0.059,
2012,3,-0.032,-0.047,
2012,4,0.005,-0.030,
2012,5,-0.026,-0.011,
2012,6,0.009,-0.004,
2012,7,-0.012,-0.010,
2012,8,0.002,-0.003,
2012,9,-0.023,0.001,
2012,10,0.009,0.014,
2012,11,0.029,-0.006,
2012,12,0.053,-0.027,
2013,1,-0.099,-0.044,
2013,2,-0.129,-0.056,
2013,3,-0.076,-0.071,
2013,4,-0.029,-0.051,
2013,5,-0.023,-0.022,
2013,6,0.002,-0.012,
2013,7,0.018,-0.012,
2013,8,-0.027,-0.009,
2013,9,-0.028,-0.011,
2013,10,-0.012,-0.026,
2013,11,-0.009,-0.026,
2013,12,-0.054,-0.029,
2014,1,-0.029,-0.024,
2014,2,-0.043,-0.013,
2014,3,0.016,0.003,
2014,4,0.045,0.021,
2014,5,0.028,0.042,
2014,6,0.057,0.048,
2014,7,0.065,0.055,
2014,8,0.043,0.070,
2014,9,0.081,0.068,
2014,10,0.104,0.083,
2014,11,0.048,0.081,
2014,12,0.141,0.075,
2015,1,0.033,0.058,
2015,2,0.049,0.056,
2015,3,0.020,0.044,
2015,4,0.036,0.054,
2015,5,0.080,0.065,
2015,6,0.085,0.071,
2015,7,0.103,0.088,
2015,8,0.052,0.099,
2015,9,0.121,0.089,
2015,10,0.134,0.079,
2015,11,0.038,0.079,
2015,12,0.053,0.052,
2016,1,0.050,0.034,
2016,2,-0.016,0.022,
2016,3,0.046,0.018,
2016,4,-0.020,0.009,
2016,5,0.030,0.009,
2016,6,0.005,0.004,
2016,7,-0.016,0.006,
2016,8,0.020,0.003,
2016,9,-0.011,0.010,
2016,10,0.019,0.010,
2016,11,0.036,0.027,
2016,12,-0.014,0.057,
2017,1,0.107,0.055,
2017,2,0.138,0.056,
2017,3,0.008,0.063,
2017,4,0.041,0.046,
2017,5,0.022,0.019,
2017,6,0.021,0.023,
2017,7,0.000,0.019,
2017,8,0.030,0.009,
2017,9,0.020,0.008,
2017,10,-0.028,0.001,
2017,11,0.019,-0.010,
2017,12,-0.036,-0.029,
2018,1,-0.025,-0.017,
2018,2,-0.074,-0.020,
2018,3,0.032,-0.009,
2018,4,0.000,-0.000,
2018,5,0.023,0.015,
2018,6,0.017,0.010,
2018,7,0.002,0.008,
2018,8,0.010,0.013,
2018,9,-0.013,0.021,
2018,10,0.049,0.023,
2018,11,0.058,0.034,
2018,12,0.013,0.052,
2019,1,0.063,0.056,
2019,2,0.074,0.055,
2019,3,0.072,0.068,
2019,4,0.052,0.067,
2019,5,0.078,0.051,
2019,6,0.060,0.035,
2019,7,-0.005,0.024,
2019,8,-0.009,0.000,
2019,9,-0.006,-0.001,
2019,10,-0.038,0.018,
2019,11,0.055,0.007,
2019,12,0.086,-0.004,
2020,1,-0.062,0.011,
2020,2,-0.060,0.002,
2020,3,0.038,-0.010,
2020,4,0.006,0.003,
2020,5,0.026,0.019,
2020,6,0.008,0.013,
2020,7,0.017,0.009,
2020,8,0.007,0.005,
2020,9,-0.014,-0.009,
2020,10,0.006,-0.028,
2020,11,-0.059,-0.039,
2020,12,-0.081,-0.063,
2021,1,-0.046,-0.083,
2021,2,-0.136,-0.074,
2021,3,-0.095,-0.061,
2021,4,-0.010,-0.047,
2021,5,-0.018,-0.016,
2021,6,0.022,0.010,
2021,7,0.020,0.009,
2021,8,0.037,0.012,
2021,9,-0.015,0.000,
2021,10,-0.002,0.002,
2021,11,-0.039,-0.013,
2021,12,0.029,-0.030,
2022,1,-0.037,-0.043,
2022,2,-0.100,-0.047,
2022,3,-0.069,-0.066,
2022,4,-0.060,-0.061,
2022,5,-0.067,-0.046,
2022,6,-0.008,-0.033,
2022,7,-0.027,-0.019,
2022,8,-0.004,-0.010,
2022,9,0.010,
2022,10,-0.020,
